Año,Región,Mes,Provincia,Área Protegida,Total,Residentes,No residentes
2016,Patagonia,Octubre,Santa Cruz,Monte León,0,0,0
2016,Patagonia,Octubre,Santa Cruz,Perito Moreno,30,22,8
2016,Patagonia,Octubre,Tierra del Fuego,Tierra del Fuego,28124,21668,6455
2016,Patagonia,Noviembre,Chubut,Lago Puelo,7935,7724,211
2016,Patagonia,Noviembre,Chubut,Los Alerces,2270,1857,413
2016,Patagonia,Noviembre,La Pampa,Lihué Calel,780,760,20
2016,Patagonia,Noviembre,Neuquén,Laguna Blanca,161,150,11
2016,Patagonia,Noviembre,Neuquén,Lanín,8462,7870,592
2016,Patagonia,Noviembre,Neuquén,Los Arrayanes,2447,2154,293
2016,Patagonia,Noviembre,Río Negro - Neuquén,Nahuel Huapi,24050,19382,4668
2016,Patagonia,Noviembre,Santa Cruz,Bosques Petrificados,343,209,134
2016,Patagonia,Noviembre,Santa Cruz,Los Glaciares,80782,29447,51335
2016,Patagonia,Noviembre,Santa Cruz,Monte León,802,633,169
2016,Patagonia,Noviembre,Santa Cruz,Perito Moreno,77,28,49
2016,Patagonia,Noviembre,Tierra del Fuego,Tierra del Fuego,34243,13747,20496
2016,Patagonia,Diciembre,Chubut,Lago Puelo,16030,15663,367
2016,Patagonia,Diciembre,Chubut,Los Alerces,18404,17601,803
2016,Patagonia,Diciembre,La Pampa,Lihué Calel,343,299,44
2016,Patagonia,Diciembre,Neuquén,Laguna Blanca,228,195,33
2016,Patagonia,Diciembre,Neuquén,Lanín,8475,7800,675
2016,Patagonia,Diciembre,Neuquén,Los Arrayanes,2176,1726,450
2016,Patagonia,Diciembre,Río Negro - Neuquén,Nahuel Huapi,33850,28600,5250
2016,Patagonia,Diciembre,Santa Cruz,Bosques Petrificados,407,248,159
2016,Patagonia,Diciembre,Santa Cruz,Los Glaciares,82290,31659,50631
2016,Patagonia,Diciembre,Santa Cruz,Monte León,855,652,203
2016,Patagonia,Diciembre,Santa Cruz,Perito Moreno,137,66,71
2016,Patagonia,Diciembre,Tierra del Fuego,Tierra del Fuego,33334,12563,20771
2017,Buenos Aires,Enero,Buenos Aires,Ciervo de los Pantanos,526,507,19
2017,Buenos Aires,Febrero,Buenos Aires,Ciervo de los Pantanos,397,392,5
2017,Buenos Aires,Marzo,Buenos Aires,Ciervo de los Pantanos,957,910,47
2017,Buenos Aires,Abril,Buenos Aires,Ciervo de los Pantanos,1110,1096,14
2017,Buenos Aires,Mayo,Buenos Aires,Ciervo de los Pantanos,633,632,1
2017,Buenos Aires,Junio,Buenos Aires,Ciervo de los Pantanos,644,643,1
2017,Buenos Aires,Julio,Buenos Aires,Ciervo de los Pantanos,875,865,10
2017,Buenos Aires,Agosto,Buenos Aires,Ciervo de los Pantanos,812,807,5
2017,Buenos Aires,Septiembre,Buenos Aires,Ciervo de los Pantanos,957,956,1
2017,Buenos Aires,Octubre,Buenos Aires,Ciervo de los Pantanos,1173,1164,9
2017,Buenos Aires,Noviembre,Buenos Aires,Ciervo de los Pantanos,1264,1260,4
2017,Buenos Aires,Diciembre,Buenos Aires,Ciervo de los Pantanos,227,225,2
2017,Cuyo,Enero,San Juan,El Leoncito,2667,2539,128
2017,Cuyo,Enero,San Juan,San Guillermo,0,0,0
2017,Cuyo,Enero,San Luis,Sierra de las Quijadas,2517,2446,71
2017,Cuyo,Febrero,San Juan,El Leoncito,2056,1950,106
2017,Cuyo,Febrero,San Juan,San Guillermo,0,0,0
2017,Cuyo,Febrero,San Luis,Sierra de las Quijadas,1854,1804,50
2017,Cuyo,Marzo,San Juan,El Leoncito,1412,1255,157
2017,Cuyo,Marzo,San Juan,San Guillermo,0,0,0
2017,Cuyo,Marzo,San Luis,Sierra de las Quijadas,1460,1406,54
2017,Cuyo,Abril,San Juan,El Leoncito,2173,2055,118
2017,Cuyo,Abril,San Juan,San Guillermo,12,10,2
2017,Cuyo,Abril,San Luis,Sierra de las Quijadas,1920,1866,54
2017,Cuyo,Mayo,San Juan,El Leoncito,1007,928,79
2017,Cuyo,Mayo,San Juan,San Guillermo,3,3,0
2017,Cuyo,Mayo,San Luis,Sierra de las Quijadas,1012,983,29
2017,Cuyo,Junio,San Juan,El Leoncito,783,756,27
2017,Cuyo,Junio,San Juan,San Guillermo,0,0,0
2017,Cuyo,Junio,San Luis,Sierra de las Quijadas,650,637,13
2017,Cuyo,Julio,San Juan,El Leoncito,3243,3166,77
2017,Cuyo,Julio,San Juan,San Guillermo,15,9,6
2017,Cuyo,Julio,San Luis,Sierra de las Quijadas,4868,4838,30
2017,Cuyo,Agosto,San Juan,El Leoncito,1141,1096,45
2017,Cuyo,Agosto,San Juan,San Guillermo,0,0,0
2017,Cuyo,Agosto,San Luis,Sierra de las Quijadas,1509,1485,24
2017,Cuyo,Septiembre,San Juan,El Leoncito,1538,1488,50
2017,Cuyo,Septiembre,San Juan,San Guillermo,13,13,0
2017,Cuyo,Septiembre,San Luis,Sierra de las Quijadas,1102,1049,53
2017,Cuyo,Octubre,San Juan,El Leoncito,1634,1525,109
2017,Cuyo,Octubre,San Juan,San Guillermo,0,0,0
2017,Cuyo,Octubre,San Luis,Sierra de las Quijadas,1059,1018,41
2017,Cuyo,Noviembre,San Juan,El Leoncito,1774,1617,157
2017,Cuyo,Noviembre,San Juan,San Guillermo,10,10,0
2017,Cuyo,Noviembre,San Luis,Sierra de las Quijadas,1096,1036,60
2017,Cuyo,Diciembre,San Juan,El Leoncito,1023,927,96
2017,Cuyo,Diciembre,San Juan,San Guillermo,0,0,0
2017,Cuyo,Diciembre,San Luis,Sierra de las Quijadas,461,397,64
2017,Córdoba,Enero,Córdoba,Quebrada del Condorito,2436,2213,223
2017,Córdoba,Febrero,Córdoba,Quebrada del Condorito,2371,2174,197
2017,Córdoba,Marzo,Córdoba,Quebrada del Condorito,2633,2389,244
2017,Córdoba,Abril,Córdoba,Quebrada del Condorito,2755,2492,263
2017,Córdoba,Mayo,Córdoba,Quebrada del Condorito,1767,1636,131
2017,Córdoba,Junio,Córdoba,Quebrada del Condorito,1119,980,139
2017,Córdoba,Julio,Córdoba,Quebrada del Condorito,2781,2551,230
2017,Córdoba,Agosto,Córdoba,Quebrada del Condorito,2053,1762,291
2017,Córdoba,Septiembre,Córdoba,Quebrada del Condorito,1632,1427,205
2017,Córdoba,Octubre,Córdoba,Quebrada del Condorito,2300,2077,223
2017,Córdoba,Noviembre,Córdoba,Quebrada del Condorito,1726,1499,227
2017,Córdoba,Diciembre,Córdoba,Quebrada del Condorito,838,637,201
2017,Litoral,Enero,Chaco,Chaco,638,614,24
2017,Litoral,Enero,Chaco,Colonia Benítez,0,0,0
2017,Litoral,Enero,Corrientes,Iberá,601,579,22
2017,Litoral,Enero,Corrientes,Mburucuyá,498,492,6
2017,Litoral,Enero,Entre Ríos,El Palmar,19399,19319,80
2017,Litoral,Enero,Entre Ríos,Pre Delta,4593,4553,40
2017,Litoral,Enero,Formosa,Formosa,0,0,0
2017,Litoral,Enero,Formosa,Río Pilcomayo,2647,2609,38
2017,Litoral,Enero,Misiones,Iguazú,185114,123189,61925
2017,Litoral,Febrero,Chaco,Chaco,461,457,4
2017,Litoral,Febrero,Chaco,Colonia Benítez,0,0,0
2017,Litoral,Febrero,Corrientes,Iberá,511,495,16
2017,Litoral,Febrero,Corrientes,Mburucuyá,722,702,20
2017,Litoral,Febrero,Entre Ríos,El Palmar,16295,16222,73
2017,Litoral,Febrero,Entre Ríos,Pre Delta,4524,4503,21
2017,Litoral,Febrero,Formosa,Formosa,0,0,0
2017,Litoral,Febrero,Formosa,Río Pilcomayo,839,825,14
2017,Litoral,Febrero,Misiones,Iguazú,153904,104014,49890
2017,Litoral,Marzo,Chaco,Chaco,351,344,7
2017,Litoral,Marzo,Chaco,Colonia Benítez,0,0,0
2017,Litoral,Marzo,Corrientes,Iberá,219,169,50
2017,Litoral,Marzo,Corrientes,Mburucuyá,224,217,7
2017,Litoral,Marzo,Entre Ríos,El Palmar,8090,8009,81
2017,Litoral,Marzo,Entre Ríos,Pre Delta,7237,7202,35
2017,Litoral,Marzo,Formosa,Formosa,0,0,0
2017,Litoral,Marzo,Formosa,Río Pilcomayo,403,391,12
2017,Litoral,Marzo,Misiones,Iguazú,93358,52185,41173
2017,Litoral,Abril,Chaco,Chaco,197,186,11
2017,Litoral,Abril,Chaco,Colonia Benítez,0,0,0
2017,Litoral,Abril,Corrientes,Iberá,21,15,6
2017,Litoral,Abril,Corrientes,Mburucuyá,232,224,8
2017,Litoral,Abril,Entre Ríos,El Palmar,12096,12027,69
2017,Litoral,Abril,Entre Ríos,Pre Delta,9798,9754,44
2017,Litoral,Abril,Formosa,Formosa,3,3,0
2017,Litoral,Abril,Formosa,Río Pilcomayo,754,726,28
2017,Litoral,Abril,Misiones,Iguazú,103563,58962,44601
2017,Litoral,Mayo,Chaco,Chaco,518,500,18
2017,Litoral,Mayo,Chaco,Colonia Benítez,216,216,0
2017,Litoral,Mayo,Corrientes,Iberá,0,0,0
2017,Litoral,Mayo,Corrientes,Mburucuyá,0,0,0
2017,Litoral,Mayo,Entre Ríos,El Palmar,4470,4431,39
2017,Litoral,Mayo,Entre Ríos,Pre Delta,5838,5830,8
2017,Litoral,Mayo,Formosa,Formosa,0,0,0
2017,Litoral,Mayo,Formosa,Río Pilcomayo,329,306,23
2017,Litoral,Mayo,Misiones,Iguazú,69292,42358,26934
2017,Litoral,Junio,Chaco,Chaco,709,698,11
2017,Litoral,Junio,Chaco,Colonia Benítez,100,99,1
2017,Litoral,Junio,Corrientes,Iberá,0,0,0
2017,Litoral,Junio,Corrientes,Mburucuyá,0,0,0
2017,Litoral,Junio,Entre Ríos,El Palmar,4023,4006,17
2017,Litoral,Junio,Entre Ríos,Pre Delta,224,221,3
2017,Litoral,Junio,Formosa,Formosa,6,0,6
2017,Litoral,Junio,Formosa,Río Pilcomayo,342,316,26
2017,Litoral,Junio,Misiones,Iguazú,65893,39609,26284
2017,Litoral,Julio,Chaco,Chaco,1179,1171,8
2017,Litoral,Julio,Chaco,Colonia Benítez,0,0,0
2017,Litoral,Julio,Corrientes,Iberá,296,275,21
2017,Litoral,Julio,Corrientes,Mburucuyá,828,814,14
2017,Litoral,Julio,Entre Ríos,El Palmar,17873,17815,58
2017,Litoral,Julio,Entre Ríos,Pre Delta,0,0,0
2017,Litoral,Julio,Formosa,Formosa,40,32,8
2017,Litoral,Julio,Formosa,Río Pilcomayo,1942,1846,96
2017,Litoral,Julio,Misiones,Iguazú,181842,138609,43233
2017,Litoral,Agosto,Chaco,Chaco,0,0,0
2017,Litoral,Agosto,Chaco,Colonia Benítez,96,96,0
2017,Litoral,Agosto,Corrientes,Iberá,219,192,27
2017,Litoral,Agosto,Corrientes,Mburucuyá,442,431,11
2017,Litoral,Agosto,Entre Ríos,El Palmar,9947,9884,63
2017,Litoral,Agosto,Entre Ríos,Pre Delta,0,0,0
2017,Litoral,Agosto,Formosa,Formosa,44,44,0
2017,Litoral,Agosto,Formosa,Río Pilcomayo,1198,1159,39
2017,Litoral,Agosto,Misiones,Iguazú,106316,69317,36999
2017,Litoral,Septiembre,Chaco,Chaco,0,0,0
2017,Litoral,Septiembre,Chaco,Colonia Benítez,305,305,0
2017,Litoral,Septiembre,Corrientes,Iberá,311,250,61
2017,Litoral,Septiembre,Corrientes,Mburucuyá,474,470,4
2017,Litoral,Septiembre,Entre Ríos,El Palmar,12770,12728,42
2017,Litoral,Septiembre,Entre Ríos,Pre Delta,6343,6264,79
2017,Litoral,Septiembre,Formosa,Formosa,93,91,2
2017,Litoral,Septiembre,Formosa,Río Pilcomayo,838,827,11
2017,Litoral,Septiembre,Misiones,Iguazú,120954,80357,40597
2017,Litoral,Octubre,Chaco,Chaco,0,0,0
2017,Litoral,Octubre,Chaco,Colonia Benítez,0,0,0
2017,Litoral,Octubre,Corrientes,Iberá,259,205,54
2017,Litoral,Octubre,Corrientes,Mburucuyá,412,407,5
2017,Litoral,Octubre,Entre Ríos,El Palmar,22327,22226,101
2017,Litoral,Octubre,Entre Ríos,Pre Delta,10037,10028,9
2017,Litoral,Octubre,Formosa,Formosa,15,10,5
2017,Litoral,Octubre,Formosa,Río Pilcomayo,2917,2894,23
2017,Litoral,Octubre,Misiones,Iguazú,124429,78391,46038
2017,Litoral,Noviembre,Chaco,Chaco,0,0,0
2017,Litoral,Noviembre,Chaco,Colonia Benítez,0,0,0
2017,Litoral,Noviembre,Corrientes,Iberá,257,221,36
2017,Litoral,Noviembre,Corrientes,Mburucuyá,496,489,7
2017,Litoral,Noviembre,Entre Ríos,El Palmar,18126,18043,83
2017,Litoral,Noviembre,Entre Ríos,Pre Delta,7396,7360,36
2017,Litoral,Noviembre,Formosa,Formosa,6,5,1
2017,Litoral,Noviembre,Formosa,Río Pilcomayo,942,918,24
2017,Litoral,Noviembre,Misiones,Iguazú,121901,67777,54124
2017,Litoral,Diciembre,Chaco,Chaco,0,0,0
2017,Litoral,Diciembre,Chaco,Colonia Benítez,79,75,4
2017,Litoral,Diciembre,Corrientes,Iberá,114,78,36
2017,Litoral,Diciembre,Corrientes,Mburucuyá,359,350,9
2017,Litoral,Diciembre,Entre Ríos,El Palmar,7934,7846,88
2017,Litoral,Diciembre,Entre Ríos,Pre Delta,3401,3380,21
2017,Litoral,Diciembre,Formosa,Formosa,2,2,0
2017,Litoral,Diciembre,Formosa,Río Pilcomayo,2646,2612,34
2017,Litoral,Diciembre,Misiones,Iguazú,99868,48077,51791
2017,Norte,Enero,Jujuy,Calilegua,1369,1319,50
2017,Norte,Enero,Jujuy,Laguna de los Pozuelos,132,99,33
2017,Norte,Enero,La Rioja,Talampaya,3835,3421,414
2017,Norte,Enero,Salta,Baritú,2,2,0
2017,Norte,Enero,Salta,El Nogalar de los Toldos,196,175,21
2017,Norte,Enero,Salta,El Rey,28,24,4
2017,Norte,Enero,Salta,Los Cardones,5927,5607,320
2017,Norte,Enero,Santiago del Estero,Copo,8,8,0
2017,Norte,Enero,Tucumán,Aconquija,31,29,2
2017,Norte,Febrero,Jujuy,Calilegua,1020,957,63
2017,Norte,Febrero,Jujuy,Laguna de los Pozuelos,127,100,27
2017,Norte,Febrero,La Rioja,Talampaya,2935,2596,339
2017,Norte,Febrero,Salta,Baritú,2,2,0
2017,Norte,Febrero,Salta,El Nogalar de los Toldos,24,24,0
2017,Norte,Febrero,Salta,El Rey,4,4,0
2017,Norte,Febrero,Salta,Los Cardones,6984,6694,290
2017,Norte,Febrero,Santiago del Estero,Copo,8,8,0
2017,Norte,Febrero,Tucumán,Aconquija,13,11,2
2017,Norte,Marzo,Jujuy,Calilegua,540,483,57
2017,Norte,Marzo,Jujuy,Laguna de los Pozuelos,90,46,44
2017,Norte,Marzo,La Rioja,Talampaya,2821,2319,502
2017,Norte,Marzo,Salta,Baritú,8,8,0
2017,Norte,Marzo,Salta,El Nogalar de los Toldos,6,4,2
2017,Norte,Marzo,Salta,El Rey,6,0,6
2017,Norte,Marzo,Salta,Los Cardones,8192,7772,420
2017,Norte,Marzo,Santiago del Estero,Copo,8,8,0
2017,Norte,Marzo,Tucumán,Aconquija,10,10,0
2017,Norte,Abril,Jujuy,Calilegua,451,344,107
2017,Norte,Abril,Jujuy,Laguna de los Pozuelos,130,92,38
2017,Norte,Abril,La Rioja,Talampaya,5809,5416,393
2017,Norte,Abril,Salta,Baritú,5,3,2
2017,Norte,Abril,Salta,El Nogalar de los Toldos,28,15,13
2017,Norte,Abril,Salta,El Rey,15,15,0
2017,Norte,Abril,Salta,Los Cardones,7774,7376,398
2017,Norte,Abril,Santiago del Estero,Copo,7,7,0
2017,Norte,Abril,Tucumán,Aconquija,7,7,0
2017,Norte,Mayo,Jujuy,Calilegua,579,550,29
2017,Norte,Mayo,Jujuy,Laguna de los Pozuelos,66,31,35
2017,Norte,Mayo,La Rioja,Talampaya,3689,3428,261
2017,Norte,Mayo,Salta,Baritú,4,4,0
2017,Norte,Mayo,Salta,El Nogalar de los Toldos,33,31,2
2017,Norte,Mayo,Salta,El Rey,42,39,3
2017,Norte,Mayo,Salta,Los Cardones,6918,6563,355
2017,Norte,Mayo,Santiago del Estero,Copo,6,4,2
2017,Norte,Mayo,Tucumán,Aconquija,150,150,0
2017,Norte,Junio,Jujuy,Calilegua,1305,1240,65
2017,Norte,Junio,Jujuy,Laguna de los Pozuelos,53,29,24
2017,Norte,Junio,La Rioja,Talampaya,3071,2960,111
2017,Norte,Junio,Salta,Baritú,10,10,0
2017,Norte,Junio,Salta,El Nogalar de los Toldos,122,72,50
2017,Norte,Junio,Salta,El Rey,76,19,57
2017,Norte,Junio,Salta,Los Cardones,7992,7508,484
2017,Norte,Junio,Santiago del Estero,Copo,3,3,0
2017,Norte,Junio,Tucumán,Aconquija,130,124,6
2017,Norte,Julio,Jujuy,Calilegua,3074,2969,105
2017,Norte,Julio,Jujuy,Laguna de los Pozuelos,154,107,47
2017,Norte,Julio,La Rioja,Talampaya,14351,14114,237
2017,Norte,Julio,Salta,Baritú,131,83,48
2017,Norte,Julio,Salta,El Nogalar de los Toldos,223,212,11
2017,Norte,Julio,Salta,El Rey,355,326,29
2017,Norte,Julio,Salta,Los Cardones,9433,9001,432
2017,Norte,Julio,Santiago del Estero,Copo,17,14,3
2017,Norte,Julio,Tucumán,Aconquija,337,335,2
2017,Norte,Agosto,Jujuy,Calilegua,1423,1291,132
2017,Norte,Agosto,Jujuy,Laguna de los Pozuelos,76,40,36
2017,Norte,Agosto,La Rioja,Talampaya,5933,5678,255
2017,Norte,Agosto,Salta,Baritú,158,92,66
2017,Norte,Agosto,Salta,El Nogalar de los Toldos,154,136,18
2017,Norte,Agosto,Salta,El Rey,141,129,12
2017,Norte,Agosto,Salta,Los Cardones,7593,7295,298
2017,Norte,Agosto,Santiago del Estero,Copo,11,11,0
2017,Norte,Agosto,Tucumán,Aconquija,279,279,0
2017,Norte,Septiembre,Jujuy,Calilegua,1507,1413,94
2017,Norte,Septiembre,Jujuy,Laguna de los Pozuelos,56,30,26
2017,Norte,Septiembre,La Rioja,Talampaya,5179,4904,275
2017,Norte,Septiembre,Salta,Baritú,47,43,4
2017,Norte,Septiembre,Salta,El Nogalar de los Toldos,259,259,0
2017,Norte,Septiembre,Salta,El Rey,93,87,6
2017,Norte,Septiembre,Salta,Los Cardones,8209,7899,310
2017,Norte,Septiembre,Santiago del Estero,Copo,16,16,0
2017,Norte,Septiembre,Tucumán,Aconquija,331,331,0
2017,Norte,Octubre,Jujuy,Calilegua,1742,1575,167
2017,Norte,Octubre,Jujuy,Laguna de los Pozuelos,103,43,60
2017,Norte,Octubre,La Rioja,Talampaya,6330,5825,505
2017,Norte,Octubre,Salta,Baritú,74,72,2
2017,Norte,Octubre,Salta,El Nogalar de los Toldos,87,87,0
2017,Norte,Octubre,Salta,El Rey,268,249,19
2017,Norte,Octubre,Salta,Los Cardones,7430,7136,294
2017,Norte,Octubre,Santiago del Estero,Copo,18,12,6
2017,Norte,Octubre,Tucumán,Aconquija,463,461,2
2017,Norte,Noviembre,Jujuy,Calilegua,1411,1308,103
2017,Norte,Noviembre,Jujuy,Laguna de los Pozuelos,70,18,52
2017,Norte,Noviembre,La Rioja,Talampaya,3813,3279,534
2017,Norte,Noviembre,Salta,Baritú,4,0,4
2017,Norte,Noviembre,Salta,El Nogalar de los Toldos,57,57,0
2017,Norte,Noviembre,Salta,El Rey,215,198,17
2017,Norte,Noviembre,Salta,Los Cardones,5789,5590,199
2017,Norte,Noviembre,Santiago del Estero,Copo,44,44,0
2017,Norte,Noviembre,Tucumán,Aconquija,296,295,1
2017,Norte,Diciembre,Jujuy,Calilegua,774,689,85
2017,Norte,Diciembre,Jujuy,Laguna de los Pozuelos,61,25,36
2017,Norte,Diciembre,La Rioja,Talampaya,1409,1053,356
2017,Norte,Diciembre,Salta,Baritú,0,0,0
2017,Norte,Diciembre,Salta,El Nogalar de los Toldos,38,38,0
2017,Norte,Diciembre,Salta,El Rey,13,13,0
2017,Norte,Diciembre,Salta,Los Cardones,4485,4264,221
2017,Norte,Diciembre,Santiago del Estero,Copo,15,10,5
2017,Norte,Diciembre,Tucumán,Aconquija,74,72,2
2017,Patagonia,Enero,Chubut,Lago Puelo,94519,93365,1154
2017,Patagonia,Enero,Chubut,Los Alerces,59089,57830,1259
2017,Patagonia,Enero,La Pampa,Lihué Calel,394,372,22
2017,Patagonia,Enero,Neuquén,Laguna Blanca,375,355,20
2017,Patagonia,Enero,Neuquén,Lanín,38730,37343,1387
2017,Patagonia,Enero,Neuquén,Los Arrayanes,13188,12281,907
2017,Patagonia,Enero,Río Negro - Neuquén,Nahuel Huapi,63247,58243,5004
2017,Patagonia,Enero,Santa Cruz,Bosques Petrificados,1434,1206,228
2017,Patagonia,Enero,Santa Cruz,Los Glaciares,130271,69226,61045
2017,Patagonia,Enero,Santa Cruz,Monte León,2544,2278,266
2017,Patagonia,Enero,Santa Cruz,Perito Moreno,317,213,104
2017,Patagonia,Enero,Tierra del Fuego,Tierra del Fuego,63415,34295,29120
2017,Patagonia,Febrero,Chubut,Lago Puelo,63068,62123,945
2017,Patagonia,Febrero,Chubut,Los Alerces,49092,47762,1330
2017,Patagonia,Febrero,La Pampa,Lihué Calel,277,268,9
2017,Patagonia,Febrero,Neuquén,Laguna Blanca,291,260,31
2017,Patagonia,Febrero,Neuquén,Lanín,20895,19614,1281
2017,Patagonia,Febrero,Neuquén,Los Arrayanes,9131,8460,671
2017,Patagonia,Febrero,Río Negro - Neuquén,Nahuel Huapi,42445,37665,4780
2017,Patagonia,Febrero,Santa Cruz,Bosques Petrificados,552,466,86
2017,Patagonia,Febrero,Santa Cruz,Los Glaciares,99408,52046,47362
2017,Patagonia,Febrero,Santa Cruz,Monte León,1776,1550,226
2017,Patagonia,Febrero,Santa Cruz,Perito Moreno,201,109,92
2017,Patagonia,Febrero,Tierra del Fuego,Tierra del Fuego,51168,26485,24683
2017,Patagonia,Marzo,Chubut,Lago Puelo,21769,21563,206
2017,Patagonia,Marzo,Chubut,Los Alerces,14936,14392,544
2017,Patagonia,Marzo,La Pampa,Lihué Calel,212,191,21
2017,Patagonia,Marzo,Neuquén,Laguna Blanca,207,195,12
2017,Patagonia,Marzo,Neuquén,Lanín,11224,10890,334
2017,Patagonia,Marzo,Neuquén,Los Arrayanes,4895,4482,413
2017,Patagonia,Marzo,Río Negro - Neuquén,Nahuel Huapi,25377,22195,3182
2017,Patagonia,Marzo,Santa Cruz,Bosques Petrificados,340,229,111
2017,Patagonia,Marzo,Santa Cruz,Los Glaciares,72818,35806,37012
2017,Patagonia,Marzo,Santa Cruz,Monte León,275,185,90
2017,Patagonia,Marzo,Santa Cruz,Perito Moreno,78,40,38
2017,Patagonia,Marzo,Tierra del Fuego,Tierra del Fuego,32385,17655,14730
2017,Patagonia,Abril,Chubut,Lago Puelo,8442,8331,111
2017,Patagonia,Abril,Chubut,Los Alerces,7656,7479,177
2017,Patagonia,Abril,La Pampa,Lihué Calel,265,258,7
2017,Patagonia,Abril,Neuquén,Laguna Blanca,669,663,6
2017,Patagonia,Abril,Neuquén,Lanín,3802,3645,157
2017,Patagonia,Abril,Neuquén,Los Arrayanes,2717,2529,188
2017,Patagonia,Abril,Río Negro - Neuquén,Nahuel Huapi,18900,15770,3130
2017,Patagonia,Abril,Santa Cruz,Bosques Petrificados,108,87,21
2017,Patagonia,Abril,Santa Cruz,Los Glaciares,45400,25462,19938
2017,Patagonia,Abril,Santa Cruz,Monte León,167,143,24
2017,Patagonia,Abril,Santa Cruz,Perito Moreno,33,32,1
2017,Patagonia,Abril,Tierra del Fuego,Tierra del Fuego,21845,13971,7874
2017,Patagonia,Mayo,Chubut,Lago Puelo,2569,2537,32
2017,Patagonia,Mayo,Chubut,Los Alerces,314,276,38
2017,Patagonia,Mayo,La Pampa,Lihué Calel,166,165,1
2017,Patagonia,Mayo,Neuquén,Laguna Blanca,279,277,2
2017,Patagonia,Mayo,Neuquén,Lanín,1533,1501,32
2017,Patagonia,Mayo,Neuquén,Los Arrayanes,1040,975,65
2017,Patagonia,Mayo,Río Negro - Neuquén,Nahuel Huapi,9498,8132,1366
2017,Patagonia,Mayo,Santa Cruz,Bosques Petrificados,65,58,7
2017,Patagonia,Mayo,Santa Cruz,Los Glaciares,19011,11951,7060
2017,Patagonia,Mayo,Santa Cruz,Monte León,0,0,0
2017,Patagonia,Mayo,Santa Cruz,Perito Moreno,0,0,0
2017,Patagonia,Mayo,Tierra del Fuego,Tierra del Fuego,10212,7837,2375
2017,Patagonia,Junio,Chubut,Lago Puelo,837,573,264
2017,Patagonia,Junio,Chubut,Los Alerces,82,66,16
2017,Patagonia,Junio,La Pampa,Lihué Calel,59,56,3
2017,Patagonia,Junio,Neuquén,Laguna Blanca,71,71,0
2017,Patagonia,Junio,Neuquén,Lanín,967,923,44
2017,Patagonia,Junio,Neuquén,Los Arrayanes,1112,1011,101
2017,Patagonia,Junio,Río Negro - Neuquén,Nahuel Huapi,12746,10012,2734
2017,Patagonia,Junio,Santa Cruz,Bosques Petrificados,9,7,2
2017,Patagonia,Junio,Santa Cruz,Los Glaciares,11254,7654,3600
2017,Patagonia,Junio,Santa Cruz,Monte León,0,0,0
2017,Patagonia,Junio,Santa Cruz,Perito Moreno,0,0,0
2017,Patagonia,Junio,Tierra del Fuego,Tierra del Fuego,8631,6533,2098
2017,Patagonia,Julio,Chubut,Lago Puelo,1272,1272,0
2017,Patagonia,Julio,Chubut,Los Alerces,594,569,25
2017,Patagonia,Julio,La Pampa,Lihué Calel,265,263,2
2017,Patagonia,Julio,Neuquén,Laguna Blanca,141,138,3
2017,Patagonia,Julio,Neuquén,Lanín,4145,3921,224
2017,Patagonia,Julio,Neuquén,Los Arrayanes,4630,4206,424
2017,Patagonia,Julio,Río Negro - Neuquén,Nahuel Huapi,29218,23094,6124
2017,Patagonia,Julio,Santa Cruz,Bosques Petrificados,107,98,9
2017,Patagonia,Julio,Santa Cruz,Los Glaciares,18809,13618,5191
2017,Patagonia,Julio,Santa Cruz,Monte León,0,0,0
2017,Patagonia,Julio,Santa Cruz,Perito Moreno,0,0,0
2017,Patagonia,Julio,Tierra del Fuego,Tierra del Fuego,19066,14665,4401
2017,Patagonia,Agosto,Chubut,Lago Puelo,3616,3616,0
2017,Patagonia,Agosto,Chubut,Los Alerces,742,692,50
2017,Patagonia,Agosto,La Pampa,Lihué Calel,196,188,8
2017,Patagonia,Agosto,Neuquén,Laguna Blanca,128,125,3
2017,Patagonia,Agosto,Neuquén,Lanín,2732,2651,81
2017,Patagonia,Agosto,Neuquén,Los Arrayanes,2507,2315,192
2017,Patagonia,Agosto,Río Negro - Neuquén,Nahuel Huapi,25934,21600,4334
2017,Patagonia,Agosto,Santa Cruz,Bosques Petrificados,57,51,6
2017,Patagonia,Agosto,Santa Cruz,Los Glaciares,18109,11419,6690
2017,Patagonia,Agosto,Santa Cruz,Monte León,0,0,0
2017,Patagonia,Agosto,Santa Cruz,Perito Moreno,0,0,0
2017,Patagonia,Agosto,Tierra del Fuego,Tierra del Fuego,13976,10704,3272
2017,Patagonia,Septiembre,Chubut,Lago Puelo,6992,6851,141
2017,Patagonia,Septiembre,Chubut,Los Alerces,850,804,46
2017,Patagonia,Septiembre,La Pampa,Lihué Calel,594,588,6
2017,Patagonia,Septiembre,Neuquén,Laguna Blanca,110,107,3
2017,Patagonia,Septiembre,Neuquén,Lanín,2355,2248,107
2017,Patagonia,Septiembre,Neuquén,Los Arrayanes,3183,2973,210
2017,Patagonia,Septiembre,Río Negro - Neuquén,Nahuel Huapi,26702,22989,3713
2017,Patagonia,Septiembre,Santa Cruz,Bosques Petrificados,72,66,6
2017,Patagonia,Septiembre,Santa Cruz,Los Glaciares,36967,24638,12329
