Año,Región,Mes,Provincia,Área Protegida,Total,Residentes,No residentes
2011,Cuyo,Noviembre,San Juan,San Guillermo,0,0,0
2011,Cuyo,Noviembre,San Luis,Sierra de las Quijadas,1275,1213,62
2011,Cuyo,Diciembre,San Juan,El Leoncito,769,667,102
2011,Cuyo,Diciembre,San Juan,San Guillermo,26,26,0
2011,Cuyo,Diciembre,San Luis,Sierra de las Quijadas,728,676,52
2011,Córdoba,Enero,Córdoba,Quebrada del Condorito,2853,2624,229
2011,Córdoba,Febrero,Córdoba,Quebrada del Condorito,2345,2137,208
2011,Córdoba,Marzo,Córdoba,Quebrada del Condorito,2288,2018,270
2011,Córdoba,Abril,Córdoba,Quebrada del Condorito,1860,1576,284
2011,Córdoba,Mayo,Córdoba,Quebrada del Condorito,1166,1028,138
2011,Córdoba,Junio,Córdoba,Quebrada del Condorito,804,709,95
2011,Córdoba,Julio,Córdoba,Quebrada del Condorito,1747,1470,277
2011,Córdoba,Agosto,Córdoba,Quebrada del Condorito,1064,760,304
2011,Córdoba,Septiembre,Córdoba,Quebrada del Condorito,1275,1099,176
2011,Córdoba,Octubre,Córdoba,Quebrada del Condorito,1902,1675,227
2011,Córdoba,Noviembre,Córdoba,Quebrada del Condorito,1072,859,213
2011,Córdoba,Diciembre,Córdoba,Quebrada del Condorito,912,682,230
2011,Litoral,Enero,Chaco,Chaco,272,237,35
2011,Litoral,Enero,Corrientes,Mburucuyá,344,335,9
2011,Litoral,Enero,Entre Ríos,El Palmar,26875,26806,69
2011,Litoral,Enero,Entre Ríos,Pre Delta,4126,4058,68
2011,Litoral,Enero,Formosa,Formosa,6,6,0
2011,Litoral,Enero,Formosa,Río Pilcomayo,1096,1086,10
2011,Litoral,Enero,Misiones,Iguazú,164875,109445,55430
2011,Litoral,Febrero,Chaco,Chaco,234,189,45
2011,Litoral,Febrero,Corrientes,Mburucuyá,112,107,5
2011,Litoral,Febrero,Entre Ríos,El Palmar,20072,19970,102
2011,Litoral,Febrero,Entre Ríos,Pre Delta,2933,2911,22
2011,Litoral,Febrero,Formosa,Formosa,0,0,0
2011,Litoral,Febrero,Formosa,Río Pilcomayo,152,143,9
2011,Litoral,Febrero,Misiones,Iguazú,121248,73250,47998
2011,Litoral,Marzo,Chaco,Chaco,280,202,78
2011,Litoral,Marzo,Corrientes,Mburucuyá,271,264,7
2011,Litoral,Marzo,Entre Ríos,El Palmar,19552,19431,121
2011,Litoral,Marzo,Entre Ríos,Pre Delta,3374,3357,17
2011,Litoral,Marzo,Formosa,Formosa,6,6,0
2011,Litoral,Marzo,Formosa,Río Pilcomayo,72,70,2
2011,Litoral,Marzo,Misiones,Iguazú,111110,58659,52451
2011,Litoral,Abril,Chaco,Chaco,211,197,14
2011,Litoral,Abril,Corrientes,Mburucuyá,80,76,4
2011,Litoral,Abril,Entre Ríos,El Palmar,10359,10281,78
2011,Litoral,Abril,Entre Ríos,Pre Delta,3687,3660,27
2011,Litoral,Abril,Formosa,Formosa,10,10,0
2011,Litoral,Abril,Formosa,Río Pilcomayo,209,203,6
2011,Litoral,Abril,Misiones,Iguazú,90137,48836,41301
2011,Litoral,Mayo,Chaco,Chaco,422,398,24
2011,Litoral,Mayo,Corrientes,Mburucuyá,137,112,25
2011,Litoral,Mayo,Entre Ríos,El Palmar,4487,4429,58
2011,Litoral,Mayo,Entre Ríos,Pre Delta,1807,1801,6
2011,Litoral,Mayo,Formosa,Formosa,13,11,2
2011,Litoral,Mayo,Formosa,Río Pilcomayo,208,188,20
2011,Litoral,Mayo,Misiones,Iguazú,63004,36172,26832
2011,Litoral,Junio,Chaco,Chaco,451,431,20
2011,Litoral,Junio,Corrientes,Mburucuyá,233,229,4
2011,Litoral,Junio,Entre Ríos,El Palmar,4349,4318,31
2011,Litoral,Junio,Entre Ríos,Pre Delta,2020,2010,10
2011,Litoral,Junio,Formosa,Formosa,0,0,0
2011,Litoral,Junio,Formosa,Río Pilcomayo,169,156,13
2011,Litoral,Junio,Misiones,Iguazú,58771,35599,23172
2011,Litoral,Julio,Chaco,Chaco,835,785,50
2011,Litoral,Julio,Corrientes,Mburucuyá,249,220,29
2011,Litoral,Julio,Entre Ríos,El Palmar,18357,18287,70
2011,Litoral,Julio,Entre Ríos,Pre Delta,6118,6072,46
2011,Litoral,Julio,Formosa,Formosa,6,6,0
2011,Litoral,Julio,Formosa,Río Pilcomayo,594,581,13
2011,Litoral,Julio,Misiones,Iguazú,135521,102671,32850
2011,Litoral,Agosto,Chaco,Chaco,673,630,43
2011,Litoral,Agosto,Corrientes,Mburucuyá,169,159,10
2011,Litoral,Agosto,Entre Ríos,El Palmar,9238,9149,89
2011,Litoral,Agosto,Entre Ríos,Pre Delta,5070,5031,39
2011,Litoral,Agosto,Formosa,Formosa,0,0,0
2011,Litoral,Agosto,Formosa,Río Pilcomayo,613,576,37
2011,Litoral,Agosto,Misiones,Iguazú,78015,47671,30344
2011,Litoral,Septiembre,Chaco,Chaco,775,733,42
2011,Litoral,Septiembre,Corrientes,Mburucuyá,206,200,6
2011,Litoral,Septiembre,Entre Ríos,El Palmar,12706,12644,62
2011,Litoral,Septiembre,Entre Ríos,Pre Delta,6363,6314,49
2011,Litoral,Septiembre,Formosa,Formosa,10,2,8
2011,Litoral,Septiembre,Formosa,Río Pilcomayo,3080,3065,15
2011,Litoral,Septiembre,Misiones,Iguazú,91924,60578,31346
2011,Litoral,Octubre,Chaco,Chaco,793,738,55
2011,Litoral,Octubre,Corrientes,Mburucuyá,156,153,3
2011,Litoral,Octubre,Entre Ríos,El Palmar,18621,18532,89
2011,Litoral,Octubre,Entre Ríos,Pre Delta,5833,5788,45
2011,Litoral,Octubre,Formosa,Formosa,16,16,0
2011,Litoral,Octubre,Formosa,Río Pilcomayo,611,602,9
2011,Litoral,Octubre,Misiones,Iguazú,107960,67762,40198
2011,Litoral,Noviembre,Chaco,Chaco,627,582,45
2011,Litoral,Noviembre,Corrientes,Mburucuyá,199,196,3
2011,Litoral,Noviembre,Entre Ríos,El Palmar,14803,14725,78
2011,Litoral,Noviembre,Entre Ríos,Pre Delta,3792,3763,29
2011,Litoral,Noviembre,Formosa,Formosa,0,0,0
2011,Litoral,Noviembre,Formosa,Río Pilcomayo,354,344,10
2011,Litoral,Noviembre,Misiones,Iguazú,106918,56205,50713
2011,Litoral,Diciembre,Chaco,Chaco,449,434,15
2011,Litoral,Diciembre,Corrientes,Mburucuyá,320,312,8
2011,Litoral,Diciembre,Entre Ríos,El Palmar,8695,8598,97
2011,Litoral,Diciembre,Entre Ríos,Pre Delta,3958,3927,31
2011,Litoral,Diciembre,Formosa,Formosa,5,5,0
2011,Litoral,Diciembre,Formosa,Río Pilcomayo,676,665,11
2011,Litoral,Diciembre,Misiones,Iguazú,94770,46011,48759
2011,Norte,Enero,Jujuy,Calilegua,1685,1486,199
2011,Norte,Enero,Jujuy,Laguna de los Pozuelos,27,22,5
2011,Norte,Enero,La Rioja,Talampaya,4375,3756,619
2011,Norte,Enero,Salta,Baritú,2,0,2
2011,Norte,Enero,Salta,El Rey,13,11,2
2011,Norte,Enero,Salta,Los Cardones,4880,3201,1679
2011,Norte,Enero,Santiago del Estero,Copo,36,30,6
2011,Norte,Enero,Tucumán,Aconquija,6,6,0
2011,Norte,Febrero,Jujuy,Calilegua,1090,977,113
2011,Norte,Febrero,Jujuy,Laguna de los Pozuelos,44,31,13
2011,Norte,Febrero,La Rioja,Talampaya,2562,2141,421
2011,Norte,Febrero,Salta,Baritú,5,0,5
2011,Norte,Febrero,Salta,El Rey,4,4,0
2011,Norte,Febrero,Salta,Los Cardones,2963,2229,734
2011,Norte,Febrero,Santiago del Estero,Copo,21,14,7
2011,Norte,Febrero,Tucumán,Aconquija,0,0,0
2011,Norte,Marzo,Jujuy,Calilegua,881,781,100
2011,Norte,Marzo,Jujuy,Laguna de los Pozuelos,27,17,10
2011,Norte,Marzo,La Rioja,Talampaya,5236,4488,748
2011,Norte,Marzo,Salta,Baritú,0,0,0
2011,Norte,Marzo,Salta,El Rey,8,6,2
2011,Norte,Marzo,Salta,Los Cardones,2168,1425,743
2011,Norte,Marzo,Santiago del Estero,Copo,29,21,8
2011,Norte,Marzo,Tucumán,Aconquija,3,3,0
2011,Norte,Abril,Jujuy,Calilegua,689,623,66
2011,Norte,Abril,Jujuy,Laguna de los Pozuelos,16,7,9
2011,Norte,Abril,La Rioja,Talampaya,5573,5121,452
2011,Norte,Abril,Salta,Baritú,3,0,3
2011,Norte,Abril,Salta,El Rey,13,10,3
2011,Norte,Abril,Salta,Los Cardones,8438,6445,1993
2011,Norte,Abril,Santiago del Estero,Copo,17,17,0
2011,Norte,Abril,Tucumán,Aconquija,71,71,0
2011,Norte,Mayo,Jujuy,Calilegua,787,675,112
2011,Norte,Mayo,Jujuy,Laguna de los Pozuelos,33,30,3
2011,Norte,Mayo,La Rioja,Talampaya,3655,3349,306
2011,Norte,Mayo,Salta,Baritú,3,3,0
2011,Norte,Mayo,Salta,El Rey,26,21,5
2011,Norte,Mayo,Salta,Los Cardones,6120,4285,1835
2011,Norte,Mayo,Santiago del Estero,Copo,16,16,0
2011,Norte,Mayo,Tucumán,Aconquija,2,2,0
2011,Norte,Junio,Jujuy,Calilegua,614,574,40
2011,Norte,Junio,Jujuy,Laguna de los Pozuelos,10,10,0
2011,Norte,Junio,La Rioja,Talampaya,3896,3749,147
2011,Norte,Junio,Salta,Baritú,21,18,3
2011,Norte,Junio,Salta,El Rey,69,65,4
2011,Norte,Junio,Salta,Los Cardones,1757,1221,536
2011,Norte,Junio,Santiago del Estero,Copo,23,23,0
2011,Norte,Junio,Tucumán,Aconquija,12,12,0
2011,Norte,Julio,Jujuy,Calilegua,2249,2065,184
2011,Norte,Julio,Jujuy,Laguna de los Pozuelos,47,29,18
2011,Norte,Julio,La Rioja,Talampaya,12701,12333,368
2011,Norte,Julio,Salta,Baritú,56,54,2
2011,Norte,Julio,Salta,El Rey,195,187,8
2011,Norte,Julio,Salta,Los Cardones,10627,9215,1412
2011,Norte,Julio,Santiago del Estero,Copo,12,12,0
2011,Norte,Julio,Tucumán,Aconquija,18,18,0
2011,Norte,Agosto,Jujuy,Calilegua,1180,1040,140
2011,Norte,Agosto,Jujuy,Laguna de los Pozuelos,19,7,12
2011,Norte,Agosto,La Rioja,Talampaya,5837,5262,575
2011,Norte,Agosto,Salta,Baritú,120,28,92
2011,Norte,Agosto,Salta,El Rey,136,127,9
2011,Norte,Agosto,Salta,Los Cardones,9090,6937,2153
2011,Norte,Agosto,Santiago del Estero,Copo,8,8,0
2011,Norte,Agosto,Tucumán,Aconquija,72,72,0
2011,Norte,Septiembre,Jujuy,Calilegua,1251,1146,105
2011,Norte,Septiembre,Jujuy,Laguna de los Pozuelos,34,19,15
2011,Norte,Septiembre,La Rioja,Talampaya,6767,6506,261
2011,Norte,Septiembre,Salta,Baritú,12,12,0
2011,Norte,Septiembre,Salta,El Rey,170,164,6
2011,Norte,Septiembre,Salta,Los Cardones,10115,8120,1995
2011,Norte,Septiembre,Santiago del Estero,Copo,20,15,5
2011,Norte,Septiembre,Tucumán,Aconquija,62,62,0
2011,Norte,Octubre,Jujuy,Calilegua,1061,933,128
2011,Norte,Octubre,Jujuy,Laguna de los Pozuelos,14,12,2
2011,Norte,Octubre,La Rioja,Talampaya,6782,6267,515
2011,Norte,Octubre,Salta,Baritú,16,16,0
2011,Norte,Octubre,Salta,El Rey,110,88,22
2011,Norte,Octubre,Salta,Los Cardones,4103,2964,1139
2011,Norte,Octubre,Santiago del Estero,Copo,22,20,2
2011,Norte,Octubre,Tucumán,Aconquija,81,81,0
2011,Norte,Noviembre,Jujuy,Calilegua,1451,132,1319
2011,Norte,Noviembre,Jujuy,Laguna de los Pozuelos,24,8,16
2011,Norte,Noviembre,La Rioja,Talampaya,4461,3667,794
2011,Norte,Noviembre,Salta,Baritú,23,20,3
2011,Norte,Noviembre,Salta,El Rey,58,41,17
2011,Norte,Noviembre,Salta,Los Cardones,6670,5411,1259
2011,Norte,Noviembre,Santiago del Estero,Copo,93,87,6
2011,Norte,Noviembre,Tucumán,Aconquija,58,58,0
2011,Norte,Diciembre,Jujuy,Calilegua,745,117,628
2011,Norte,Diciembre,Jujuy,Laguna de los Pozuelos,19,4,15
2011,Norte,Diciembre,La Rioja,Talampaya,2098,1663,435
2011,Norte,Diciembre,Salta,Baritú,0,0,0
2011,Norte,Diciembre,Salta,El Rey,10,10,0
2011,Norte,Diciembre,Salta,Los Cardones,11218,8686,2532
2011,Norte,Diciembre,Santiago del Estero,Copo,9,5,4
2011,Norte,Diciembre,Tucumán,Aconquija,382,382,0
2011,Patagonia,Enero,Chubut,Lago Puelo,40567,39784,783
2011,Patagonia,Enero,Chubut,Los Alerces,89470,87494,1976
2011,Patagonia,Enero,La Pampa,Lihué Calel,1474,1445,29
2011,Patagonia,Enero,Neuquén,Laguna Blanca,1123,1107,16
2011,Patagonia,Enero,Neuquén,Lanín,36313,35542,771
2011,Patagonia,Enero,Neuquén,Los Arrayanes,14934,13964,970
2011,Patagonia,Enero,Río Negro - Neuquén,Nahuel Huapi,69502,58647,10855
2011,Patagonia,Enero,Santa Cruz,Bosques Petrificados,2616,2320,296
2011,Patagonia,Enero,Santa Cruz,Los Glaciares,100861,48603,52258
2011,Patagonia,Enero,Santa Cruz,Monte León,2895,2555,340
2011,Patagonia,Enero,Santa Cruz,Perito Moreno,376,198,178
2011,Patagonia,Enero,Tierra del Fuego,Tierra del Fuego,59574,33805,25769
2011,Patagonia,Febrero,Chubut,Lago Puelo,30618,19218,11400
2011,Patagonia,Febrero,Chubut,Los Alerces,53098,51371,1727
2011,Patagonia,Febrero,La Pampa,Lihué Calel,1034,1000,34
2011,Patagonia,Febrero,Neuquén,Laguna Blanca,471,425,46
2011,Patagonia,Febrero,Neuquén,Lanín,14527,10427,4100
2011,Patagonia,Febrero,Neuquén,Los Arrayanes,8736,7603,1133
2011,Patagonia,Febrero,Río Negro - Neuquén,Nahuel Huapi,37778,30734,7044
2011,Patagonia,Febrero,Santa Cruz,Bosques Petrificados,1429,1138,291
2011,Patagonia,Febrero,Santa Cruz,Los Glaciares,80195,27295,52900
2011,Patagonia,Febrero,Santa Cruz,Monte León,1549,1300,249
2011,Patagonia,Febrero,Santa Cruz,Perito Moreno,190,78,112
2011,Patagonia,Febrero,Tierra del Fuego,Tierra del Fuego,46232,22083,24149
2011,Patagonia,Marzo,Chubut,Lago Puelo,10851,5035,5816
2011,Patagonia,Marzo,Chubut,Los Alerces,23598,22408,1190
2011,Patagonia,Marzo,La Pampa,Lihué Calel,754,740,14
2011,Patagonia,Marzo,Neuquén,Laguna Blanca,486,463,23
2011,Patagonia,Marzo,Neuquén,Lanín,8592,8092,500
2011,Patagonia,Marzo,Neuquén,Los Arrayanes,4644,3975,669
2011,Patagonia,Marzo,Río Negro - Neuquén,Nahuel Huapi,21604,17557,4047
2011,Patagonia,Marzo,Santa Cruz,Bosques Petrificados,1296,1108,188
2011,Patagonia,Marzo,Santa Cruz,Los Glaciares,65590,22682,42908
2011,Patagonia,Marzo,Santa Cruz,Monte León,1244,1096,148
2011,Patagonia,Marzo,Santa Cruz,Perito Moreno,92,50,42
2011,Patagonia,Marzo,Tierra del Fuego,Tierra del Fuego,29331,18193,11138
2011,Patagonia,Abril,Chubut,Lago Puelo,0,0,0
2011,Patagonia,Abril,Chubut,Los Alerces,5805,5648,157
2011,Patagonia,Abril,La Pampa,Lihué Calel,707,694,13
2011,Patagonia,Abril,Neuquén,Laguna Blanca,1933,1928,5
2011,Patagonia,Abril,Neuquén,Lanín,3831,3731,100
2011,Patagonia,Abril,Neuquén,Los Arrayanes,3054,2594,460
2011,Patagonia,Abril,Río Negro - Neuquén,Nahuel Huapi,15054,11004,4050
2011,Patagonia,Abril,Santa Cruz,Bosques Petrificados,306,279,27
2011,Patagonia,Abril,Santa Cruz,Los Glaciares,38981,18897,20084
2011,Patagonia,Abril,Santa Cruz,Monte León,296,268,28
2011,Patagonia,Abril,Santa Cruz,Perito Moreno,23,17,6
2011,Patagonia,Abril,Tierra del Fuego,Tierra del Fuego,13335,8589,4746
2011,Patagonia,Mayo,Chubut,Lago Puelo,0,0,0
2011,Patagonia,Mayo,Chubut,Los Alerces,388,341,47
2011,Patagonia,Mayo,La Pampa,Lihué Calel,276,273,3
2011,Patagonia,Mayo,Neuquén,Laguna Blanca,759,755,4
2011,Patagonia,Mayo,Neuquén,Lanín,1500,1400,100
2011,Patagonia,Mayo,Neuquén,Los Arrayanes,938,814,124
2011,Patagonia,Mayo,Río Negro - Neuquén,Nahuel Huapi,10116,7861,2255
2011,Patagonia,Mayo,Santa Cruz,Bosques Petrificados,163,142,21
2011,Patagonia,Mayo,Santa Cruz,Los Glaciares,14465,7905,6560
2011,Patagonia,Mayo,Santa Cruz,Monte León,0,0,0
2011,Patagonia,Mayo,Santa Cruz,Perito Moreno,0,0,0
2011,Patagonia,Mayo,Tierra del Fuego,Tierra del Fuego,5490,4717,773
2011,Patagonia,Junio,Chubut,Lago Puelo,0,0,0
2011,Patagonia,Junio,Chubut,Los Alerces,101,82,20
2011,Patagonia,Junio,La Pampa,Lihué Calel,362,362,0
2011,Patagonia,Junio,Neuquén,Laguna Blanca,331,331,0
2011,Patagonia,Junio,Neuquén,Lanín,0,0,0
2011,Patagonia,Junio,Neuquén,Los Arrayanes,906,687,219
2011,Patagonia,Junio,Río Negro - Neuquén,Nahuel Huapi,1117,889,228
2011,Patagonia,Junio,Santa Cruz,Bosques Petrificados,29,27,2
2011,Patagonia,Junio,Santa Cruz,Los Glaciares,3315,1745,1570
2011,Patagonia,Junio,Santa Cruz,Monte León,0,0,0
2011,Patagonia,Junio,Santa Cruz,Perito Moreno,0,0,0
2011,Patagonia,Junio,Tierra del Fuego,Tierra del Fuego,3643,3420,223
2011,Patagonia,Julio,Chubut,Lago Puelo,0,0,0
2011,Patagonia,Julio,Chubut,Los Alerces,734,703,31
2011,Patagonia,Julio,La Pampa,Lihué Calel,685,680,5
2011,Patagonia,Julio,Neuquén,Laguna Blanca,577,573,4
2011,Patagonia,Julio,Neuquén,Lanín,1400,1400,0
2011,Patagonia,Julio,Neuquén,Los Arrayanes,2428,2125,303
2011,Patagonia,Julio,Río Negro - Neuquén,Nahuel Huapi,8332,6628,1704
2011,Patagonia,Julio,Santa Cruz,Bosques Petrificados,98,87,11
2011,Patagonia,Julio,Santa Cruz,Los Glaciares,7888,4258,3630
2011,Patagonia,Julio,Santa Cruz,Monte León,0,0,0
2011,Patagonia,Julio,Santa Cruz,Perito Moreno,0,0,0
2011,Patagonia,Julio,Tierra del Fuego,Tierra del Fuego,8585,7751,834
2011,Patagonia,Agosto,Chubut,Lago Puelo,0,0,0
2011,Patagonia,Agosto,Chubut,Los Alerces,916,855,62
2011,Patagonia,Agosto,La Pampa,Lihué Calel,522,509,13
2011,Patagonia,Agosto,Neuquén,Laguna Blanca,342,339,3
2011,Patagonia,Agosto,Neuquén,Lanín,0,0,0
2011,Patagonia,Agosto,Neuquén,Los Arrayanes,1127,985,142
2011,Patagonia,Agosto,Río Negro - Neuquén,Nahuel Huapi,6902,4333,2569
2011,Patagonia,Agosto,Santa Cruz,Bosques Petrificados,90,77,13
2011,Patagonia,Agosto,Santa Cruz,Los Glaciares,10799,5543,5256
2011,Patagonia,Agosto,Santa Cruz,Monte León,25,24,1
2011,Patagonia,Agosto,Santa Cruz,Perito Moreno,0,0,0
2011,Patagonia,Agosto,Tierra del Fuego,Tierra del Fuego,7932,7012,920
2011,Patagonia,Septiembre,Chubut,Lago Puelo,0,0,0
2011,Patagonia,Septiembre,Chubut,Los Alerces,1050,993,57
2011,Patagonia,Septiembre,La Pampa,Lihué Calel,937,922,15
2011,Patagonia,Septiembre,Neuquén,Laguna Blanca,474,470,4
2011,Patagonia,Septiembre,Neuquén,Lanín,1200,1100,100
2011,Patagonia,Septiembre,Neuquén,Los Arrayanes,2033,1786,247
2011,Patagonia,Septiembre,Río Negro - Neuquén,Nahuel Huapi,9826,7401,2425
2011,Patagonia,Septiembre,Santa Cruz,Bosques Petrificados,300,272,28
2011,Patagonia,Septiembre,Santa Cruz,Los Glaciares,24681,13882,10799
2011,Patagonia,Septiembre,Santa Cruz,Monte León,73,65,8
2011,Patagonia,Septiembre,Santa Cruz,Perito Moreno,0,0,0
2011,Patagonia,Septiembre,Tierra del Fuego,Tierra del Fuego,12135,8206,3929
2011,Patagonia,Octubre,Chubut,Lago Puelo,0,0,0
2011,Patagonia,Octubre,Chubut,Los Alerces,1361,1104,257
2011,Patagonia,Octubre,La Pampa,Lihué Calel,1431,1418,13
2011,Patagonia,Octubre,Neuquén,Laguna Blanca,1169,1133,36
2011,Patagonia,Octubre,Neuquén,Lanín,4131,4004,127
2011,Patagonia,Octubre,Neuquén,Los Arrayanes,2367,2110,257
2011,Patagonia,Octubre,Río Negro - Neuquén,Nahuel Huapi,12995,10257,2738
2011,Patagonia,Octubre,Santa Cruz,Bosques Petrificados,389,322,67
2011,Patagonia,Octubre,Santa Cruz,Los Glaciares,47295,20565,26730
2011,Patagonia,Octubre,Santa Cruz,Monte León,213,169,44
2011,Patagonia,Octubre,Santa Cruz,Perito Moreno,5,3,2
2011,Patagonia,Octubre,Tierra del Fuego,Tierra del Fuego,30292,22405,7887
2011,Patagonia,Noviembre,Chubut,Lago Puelo,0,0,0
2011,Patagonia,Noviembre,Chubut,Los Alerces,3000,2150,850
2011,Patagonia,Noviembre,La Pampa,Lihué Calel,1545,1509,36
2011,Patagonia,Noviembre,Neuquén,Laguna Blanca,452,441,11
2011,Patagonia,Noviembre,Neuquén,Lanín,0,0,0
2011,Patagonia,Noviembre,Neuquén,Los Arrayanes,3306,2571,735
2011,Patagonia,Noviembre,Río Negro - Neuquén,Nahuel Huapi,11309,8302,3007
2011,Patagonia,Noviembre,Santa Cruz,Bosques Petrificados,1623,1372,251
2011,Patagonia,Noviembre,Santa Cruz,Los Glaciares,68081,20051,48030
2011,Patagonia,Noviembre,Santa Cruz,Monte León,780,608,172
2011,Patagonia,Noviembre,Santa Cruz,Perito Moreno,130,18,112
2011,Patagonia,Noviembre,Tierra del Fuego,Tierra del Fuego,35101,17219,17882
2011,Patagonia,Diciembre,Chubut,Lago Puelo,6363,5779,584
2011,Patagonia,Diciembre,Chubut,Los Alerces,22535,22190,345
2011,Patagonia,Diciembre,La Pampa,Lihué Calel,419,395,24
2011,Patagonia,Diciembre,Neuquén,Laguna Blanca,514,485,29
2011,Patagonia,Diciembre,Neuquén,Lanín,1500,1500,0
2011,Patagonia,Diciembre,Neuquén,Los Arrayanes,778,516,262
2011,Patagonia,Diciembre,Río Negro - Neuquén,Nahuel Huapi,13445,10641,2804
2011,Patagonia,Diciembre,Santa Cruz,Bosques Petrificados,583,336,247
2011,Patagonia,Diciembre,Santa Cruz,Los Glaciares,64395,22303,42092
2011,Patagonia,Diciembre,Santa Cruz,Monte León,1186,966,220
2011,Patagonia,Diciembre,Santa Cruz,Perito Moreno,204,54,150
2011,Patagonia,Diciembre,Tierra del Fuego,Tierra del Fuego,38764,21785,16979
2012,Buenos Aires,Enero,Buenos Aires,Ciervo de los Pantanos,899,899,0
2012,Buenos Aires,Febrero,Buenos Aires,Ciervo de los Pantanos,1021,1021,0
2012,Buenos Aires,Marzo,Buenos Aires,Ciervo de los Pantanos,918,918,0
2012,Buenos Aires,Abril,Buenos Aires,Ciervo de los Pantanos,2458,2458,0
2012,Buenos Aires,Mayo,Buenos Aires,Ciervo de los Pantanos,1195,1195,0
2012,Buenos Aires,Junio,Buenos Aires,Ciervo de los Pantanos,1000,1000,0
2012,Buenos Aires,Julio,Buenos Aires,Ciervo de los Pantanos,1815,1815,0
2012,Buenos Aires,Agosto,Buenos Aires,Ciervo de los Pantanos,771,771,0
2012,Buenos Aires,Septiembre,Buenos Aires,Ciervo de los Pantanos,2262,2262,0
2012,Buenos Aires,Octubre,Buenos Aires,Ciervo de los Pantanos,1018,1018,0
2012,Buenos Aires,Noviembre,Buenos Aires,Ciervo de los Pantanos,1484,1484,0
2012,Buenos Aires,Diciembre,Buenos Aires,Ciervo de los Pantanos,294,294,0
2012,Cuyo,Enero,San Juan,El Leoncito,2638,2495,143
2012,Cuyo,Enero,San Juan,San Guillermo,0,0,0
2012,Cuyo,Enero,San Luis,Sierra de las Quijadas,3476,3412,64
2012,Cuyo,Febrero,San Juan,El Leoncito,1985,1836,149
2012,Cuyo,Febrero,San Juan,San Guillermo,0,0,0
2012,Cuyo,Febrero,San Luis,Sierra de las Quijadas,3066,2959,107
2012,Cuyo,Marzo,San Juan,El Leoncito,797,677,120
2012,Cuyo,Marzo,San Juan,San Guillermo,0,0,0
2012,Cuyo,Marzo,San Luis,Sierra de las Quijadas,1650,1575,75
2012,Cuyo,Abril,San Juan,El Leoncito,2119,2003,116
2012,Cuyo,Abril,San Juan,San Guillermo,0,0,0
2012,Cuyo,Abril,San Luis,Sierra de las Quijadas,3583,3545,38
2012,Cuyo,Mayo,San Juan,El Leoncito,711,650,61
2012,Cuyo,Mayo,San Juan,San Guillermo,0,0,0
2012,Cuyo,Mayo,San Luis,Sierra de las Quijadas,1867,1840,27
2012,Cuyo,Junio,San Juan,El Leoncito,367,357,10
2012,Cuyo,Junio,San Juan,San Guillermo,0,0,0
2012,Cuyo,Junio,San Luis,Sierra de las Quijadas,1044,1024,20
2012,Cuyo,Julio,San Juan,El Leoncito,2426,2393,33
2012,Cuyo,Julio,San Juan,San Guillermo,0,0,0
2012,Cuyo,Julio,San Luis,Sierra de las Quijadas,6620,6580,40
2012,Cuyo,Agosto,San Juan,El Leoncito,939,891,48
2012,Cuyo,Agosto,San Juan,San Guillermo,0,0,0
2012,Cuyo,Agosto,San Luis,Sierra de las Quijadas,1946,1911,35
2012,Cuyo,Septiembre,San Juan,El Leoncito,1235,1201,34
2012,Cuyo,Septiembre,San Juan,San Guillermo,0,0,0
2012,Cuyo,Septiembre,San Luis,Sierra de las Quijadas,2334,2303,31
2012,Cuyo,Octubre,San Juan,El Leoncito,1248,1197,51
2012,Cuyo,Octubre,San Juan,San Guillermo,0,0,0
2012,Cuyo,Octubre,San Luis,Sierra de las Quijadas,1988,1932,56
2012,Cuyo,Noviembre,San Juan,El Leoncito,1118,929,189
2012,Cuyo,Noviembre,San Juan,San Guillermo,0,0,0
2012,Cuyo,Noviembre,San Luis,Sierra de las Quijadas,1392,1341,51
2012,Cuyo,Diciembre,San Juan,El Leoncito,760,659,101
2012,Cuyo,Diciembre,San Juan,San Guillermo,0,0,0
2012,Cuyo,Diciembre,San Luis,Sierra de las Quijadas,633,570,63
2012,Córdoba,Enero,Córdoba,Quebrada del Condorito,2128,1833,295
2012,Córdoba,Febrero,Córdoba,Quebrada del Condorito,1678,1490,188
2012,Córdoba,Marzo,Córdoba,Quebrada del Condorito,1543,1262,281
2012,Córdoba,Abril,Córdoba,Quebrada del Condorito,2645,2403,242
2012,Córdoba,Mayo,Córdoba,Quebrada del Condorito,1125,991,134
2012,Córdoba,Junio,Córdoba,Quebrada del Condorito,831,686,145
2012,Córdoba,Julio,Córdoba,Quebrada del Condorito,1714,1526,188
2012,Córdoba,Agosto,Córdoba,Quebrada del Condorito,1360,1141,219
2012,Córdoba,Septiembre,Córdoba,Quebrada del Condorito,1665,1466,199
2012,Córdoba,Octubre,Córdoba,Quebrada del Condorito,1460,1309,151
2012,Córdoba,Noviembre,Córdoba,Quebrada del Condorito,1539,1326,213
2012,Córdoba,Diciembre,Córdoba,Quebrada del Condorito,822,670,152
2012,Litoral,Enero,Chaco,Chaco,419,402,17
2012,Litoral,Enero,Corrientes,Mburucuyá,242,231,11
2012,Litoral,Enero,Entre Ríos,El Palmar,26597,26504,93
